ExterQual,BsmtQual,BsmtExposure,KitchenQual,GarageFinish,OverallQual,YearBuilt,MasVnrArea,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageArea,TotalSF,TotalBath,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGar,OverallCond,GarageQual,CommerZone,SalePrice
3,4,3,3,5,6,20,2.833213344056216,7.496097345175956,7,1,6.139884552226255,7.931284761525891,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.095146671399464
3,3,3,4,3,5,96,0.0,7.433666540166168,6,1,5.733341276897746,7.907651594711089,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.751950239425476
5,4,3,4,4,7,14,0.0,7.171656822768514,5,1,6.35088571671474,7.861341795599989,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.142871895843887
5,4,4,4,4,7,14,0.0,7.494430215031565,8,0,6.461468176353717,7.914617709040679,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.271396795480594
3,2,3,3,3,6,92,0.0,6.665683717782408,5,0,5.8888779583328805,7.358193752733032,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11.23850177707664
5,4,4,4,5,6,28,0.0,7.577633832602728,9,2,6.218600119691729,8.170185652879642,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.388398368982115
5,4,3,4,5,8,16,2.833213344056216,7.146772179452637,6,1,6.066108090103747,7.8343923029104365,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.165255859329688
3,3,3,3,2,5,110,0.0,7.077498053569231,8,0,0.0,7.519149957669823,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11.302216779257384
3,3,4,3,3,6,44,5.545177444479562,7.026426808699636,6,1,5.8664680569332965,7.681099001536359,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.736077016252437
5,4,3,4,4,7,21,4.836281906951478,7.299797366758161,6,0,6.359573868672378,7.988882253309227,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.160033942617154
7,6,4,6,5,10,13,5.60947179518496,7.75491027202143,9,1,6.741700694652055,8.297792626380861,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,12.962196972666593
3,3,3,3,3,5,120,0.0,7.221105098182496,7,0,5.953243334287785,7.709308333385869,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,11.686887175419702
3,6,3,4,5,6,19,0.0,7.581719640125308,7,1,6.329720905522696,7.925157512224703,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,12.278397958261776
3,2,2,3,4,5,61,0.0,6.78332520060396,5,0,5.68697535633982,6.78332520060396,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,11.575909653758895
3,3,3,3,2,4,79,0.0,6.670766320845874,4,2,0.0,7.3632795869630385,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11.51293546492023
3,3,3,3,3,5,80,0.0,6.942156705699469,5,0,5.484796933490655,7.478734825567875,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.599112335481124
3,3,4,3,3,5,64,0.0,7.0431599159883405,6,0,6.391917113392602,7.735870319952567,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,11.767575435251748
3,3,4,3,4,5,48,0.0,6.796823718274855,6,0,6.398594934535208,7.489412083508719,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.719947764402807
3,3,3,3,4,5,58,5.666426688112432,7.502738210754851,8,1,5.579729825986222,7.892452043520352,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12.040614105490253
3,2,3,3,3,5,100,0.0,6.982862751468942,6,0,5.82600010738045,7.620214770574455,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11.112462823634855
5,4,3,4,5,7,14,4.61512051684126,7.346655163176539,7,0,6.0844994130751715,7.879669914604289,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.392556361841777
5,4,3,6,5,8,24,0.0,7.161622002939187,4,2,6.2166061010848646,7.8434564043761155,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.411056299528171
5,4,4,4,5,7,15,0.0,7.1785454837637,6,1,5.993961427306569,7.8713112033234065,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.013646205940516
3,3,3,3,3,5,80,0.0,6.511745329644728,4,0,5.484796933490655,7.20414929203594,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,11.58989576532275
5,4,3,4,5,8,22,6.478509642208569,7.724888439323074,10,1,6.042632833682381,8.133000218583613,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,12.460718739865234
3,4,3,3,5,6,25,0.0,7.360739903058278,7,1,5.924255797414532,7.774435510302958,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,12.031725210748633
3,3,3,3,3,4,44,0.0,7.390798521735676,8,1,6.19644412779452,7.973155433444133,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,11.918397239722838
3,3,3,3,3,6,84,0.0,7.402451520818244,6,0,5.484796933490655,7.7102051944325325,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.652696102959752
3,4,3,3,3,6,105,0.0,7.427144133408616,8,0,5.733341276897746,7.83241092718792,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,12.08391066125752
5,6,3,4,4,7,14,5.860786223465865,7.6838639802564295,9,1,6.854354502255021,8.082093278178382,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.54254845357358
5,6,3,6,5,8,13,4.61512051684126,7.639642287858013,8,1,6.729824070489475,8.043342170441608,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.73596827534975
3,3,3,3,3,5,62,0.0,7.152268856032539,5,0,5.860786223465865,7.845024417241484,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,11.002116507732014
3,3,4,3,5,5,65,0.0,6.963189985870238,5,0,6.35088571671474,7.655864017616056,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,11.884495917930655
7,6,4,4,5,7,11,6.07073772800249,7.2991214627108,7,1,6.184148890937483,7.989221408815276,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.310437165348775
3,3,3,3,3,5,93,0.0,6.9363427358340495,5,1,5.8888779583328805,7.619233416226805,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.652696102959752
5,4,3,4,3,7,27,0.0,7.6487397889562425,9,1,6.520621127558696,8.064007347096661,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.337105293891874
5,4,4,4,5,7,13,0.0,7.201170883281678,6,0,5.983936280687191,7.893945138235959,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.106997888588936
3,3,3,3,5,6,42,5.318119993844216,7.244941546337007,6,1,6.089044875446846,7.636752112435779,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,11.91505836075372
3,4,3,3,3,6,102,0.0,7.872836175025724,10,1,6.762729506931879,8.292798858200374,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,12.384223015005311
3,3,3,3,3,5,80,0.0,7.034387929915503,7,0,5.484796933490655,7.544861068658458,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.744045122410053
3,3,3,3,3,5,52,0.0,6.963189985870238,6,1,5.720311776607412,7.655864017616056,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,11.863589378812122
3,4,5,3,5,7,23,5.303304908059076,7.20414929203594,8,0,6.665683717782408,7.896924656268864,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.23709154635734
5,4,3,4,5,6,43,4.844187086458591,7.3796321526095525,8,1,6.272877006546167,8.07246736935477,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,12.278397958261776
3,3,3,3,4,5,66,0.0,6.8966943316227125,4,0,6.255750041753367,7.589335823170617,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,11.635151947212842
5,4,3,4,5,8,22,6.161207321695077,7.875119281040293,8,1,6.546785410760524,8.31898612539206,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.660331092405903
3,4,3,3,4,6,64,4.31748811353631,7.087573705557973,6,1,5.697093486505405,7.780303087908373,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,11.842236406331557
3,3,3,3,3,7,74,0.0,7.237059026124737,6,2,5.484796933490655,7.621195162809845,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,11.813037464800539
5,4,5,4,5,7,31,4.983606621708336,7.405495663199472,5,1,6.345636360828596,8.059276223305648,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.524530013005734
3,3,3,3,3,4,63,0.0,6.811244378601294,5,0,5.8664680569332965,7.503840746698951,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.599185726610004
5,4,3,4,4,7,13,4.6913478822291435,7.097548850614793,6,0,6.444131256700441,7.790282380703483,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.182809136284993
3,4,4,4,3,6,32,0.0,7.253470382684528,6,1,6.3578422665081,7.9391588179567965,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12.07254696717504
3,3,3,3,3,6,49,5.4510384535657,6.895682697747868,4,0,5.579729825986222,7.293697720601438,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.355113089309974
3,3,3,3,2,6,100,0.0,7.089243155027514,7,0,0.0,7.649692623711514,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,11.2885436473206
3,3,3,3,3,5,49,5.932245187448011,7.2196420401307355,6,0,6.089044875446846,7.664346632098617,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.715874472198903
3,4,3,3,5,6,23,0.0,7.380879035564116,7,1,6.154858094016418,7.836369760545124,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.106257835094581
3,4,4,3,2,4,48,0.0,6.447305862541213,3,0,0.0,7.13966033596492,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,11.302216779257384
5,4,4,4,4,7,24,0.0,7.415776975415394,6,1,6.311734809152915,7.8083230503910555,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.264346270624154
3,2,3,3,3,6,100,0.0,7.020190708311925,6,0,6.089044875446846,7.4770384723196965,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,11.661354090741
5,3,3,3,3,6,94,0.0,6.807934943699926,4,0,5.198497031265826,7.489412083508719,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,11.686887175419702
3,3,3,4,3,5,107,0.0,6.543911845564792,4,1,5.8664680569332965,7.034387929915503,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,11.411457364027743
3,3,4,4,3,6,100,0.0,7.087573705557973,7,0,6.270988431858299,7.53955882930103,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,11.608244735642321
7,6,5,6,5,10,12,5.303304908059076,7.784473235736469,10,2,6.511745329644728,8.61195776786066,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,13.226725194528749
3,3,3,2,2,4,65,5.602118820879701,7.273092595999522,8,0,0.0,7.9658927350845286,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11.678448377988165
3,3,3,3,3,5,90,0.0,7.3613754289773485,8,1,5.8888779583328805,7.883069351305753,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,12.000897933306716
5,6,4,4,5,7,14,4.290459441148391,7.138073034044347,6,1,6.47543271670409,7.830822995135316,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.058158312538195
5,4,3,4,3,7,26,0.0,7.554334823725748,8,1,6.202535517187923,7.945909598613133,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.25486757159303
3,3,3,3,3,6,64,0.0,7.432483807917119,7,1,6.175867270105761,8.047509510981422,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,11.755879486687114
5,3,3,4,5,6,54,0.0,7.543802867501509,6,1,6.361302477572996,8.133293861222633,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12.154784614286669
5,4,3,4,5,7,22,0.0,7.54274354536855,10,1,6.068425588244111,7.943427767876373,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.205577522977231
3,3,3,3,3,6,83,0.0,7.227662498728654,7,1,5.293304824724492,7.676473646389156,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.691080018519528
3,3,3,3,3,3,72,0.0,7.076653815443951,6,0,5.733341276897746,7.513709247839705,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,11.695255355062795
3,3,3,4,3,6,90,0.0,6.70196036600254,5,0,5.602118820879701,7.394493107219038,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,11.608244735642321
3,4,5,4,3,7,45,0.0,7.335633981927201,5,2,6.3578422665081,8.028455164114252,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12.54254845357358
5,6,3,3,5,6,24,3.7612001156935624,7.471363088187097,7,0,6.0473721790462776,7.874358824729881,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.225880174775124
5,4,3,4,4,8,12,0.0,7.372118028337787,6,0,6.517671272912275,7.765993079407675,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,12.25486757159303
3,3,3,3,3,5,44,0.0,7.455298485683291,8,0,6.329720905522696,8.148156439921625,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,12.144202560946875
3,3,3,3,3,7,47,5.771441123130016,7.1252830915107115,6,1,6.270988431858299,7.818027938530729,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12.075400019877524
3,3,3,3,3,5,104,0.0,7.20414929203594,7,0,6.2422232654551655,7.585281078639126,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.492732961682279
3,4,5,4,5,4,66,0.0,7.416979621381154,6,2,6.272877006546167,8.01565761455734,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12.45293662970407
3,3,3,4,3,8,95,0.0,7.418780882750794,7,1,5.43372200355424,7.720905251936779,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,11.989165855127435
3,3,3,4,3,5,70,5.087596335232384,7.093404625868766,5,1,5.8664680569332965,7.556427969440253,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.608244735642321
5,4,3,3,5,8,11,4.709530201312334,7.568379267836522,8,0,6.315358001522335,7.92588031673756,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,12.481565733211925
5,4,3,4,4,7,84,0.0,7.035268599281097,6,0,6.3578422665081,7.4360278163518485,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,11.951186847493474
3,3,3,3,3,5,55,0.0,6.762729506931879,5,1,5.8888779583328805,7.455298485683291,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,11.041064111222381
